titulo,descricao,id_video,canal
GUERRA ENTRE RÚSSIA E UCRÂNIA (FÁCIL DE ENTENDER) - GEOBRASIL {PROF. RODRIGO RODRIGUES},"As informações sobre a Rússia e a Ucrânia não param de chegar, mas será que você está conseguindo compreender o motivo ...",Embp5C1KqIo,Geobrasil
Guerra na Ucrânia: novo ataque aéreo russo deixa pelo menos cinco mortos e mais de 90 feridos,"O Exército russo lançou nesta terça-feira (2) novos ataques aéreos ""maciços"" contra a Ucrânia, matando ao menos cinco civis e ...",EWp9wTspwJQ,UOL
Ucrânia diz ter destruído outro navio de guerra da Rússia no Mar Negro | CNN NOVO DIA,"A Ucrânia atacou e destruiu um navio militar russo no Mar Negro, nesta quarta-feira (14), disse um oficial da defesa ucraniana à ...",NO4_xHgbg14,CNN Brasil
Míssil russo invade Polônia! - “queremos explicações”! Ucrânia faz forte ofensiva na Crimeia!,"Chave PIX: ricardomarciliom@gmail.com Curso de Geografia, Geopolítica e Atualidades: http://www.profricardomarcilio.com.br ...",snwbn0FToRw,Professor Ricardo Marcílio
NA UCRÂNIA DURANTE A GUERRA| UCRÂNIA 07,"Queridos companheiros de viagem, hoje estaremos em Lviv, no oeste da Ucrânia para iniciar mais uma viagem por esse país até ...",FLXYZGWrN0E,Luca Bassani
ALERTA DE CONFLITO: Inteligência russa diz que França está treinando soldados para lutar na Ucrânia,"O diretor do Serviço de Inteligência Externa da Rússia, Sergey Naryshkin, alertou hoje (19) que a França está preparando um ...",Pr46R59VjNE,InfoMoney
Espalhando a Destruição: Rússia Batalha Enquanto Drones FPV Ucranianos e Robôs Russos se Enfrentam!,"Em mais um capítulo tenso do conflito entre Rússia e Ucrânia, o canal Titan Tar traz atualizações cruciais sobre os recentes ...",PriVb4HL2sk,Titan Tar
“O T-14 Armata é o melhor do mundo... mas não podemos usá-lo na Ucrânia” A Rússia abandonou o T-14?,Move On Marcas – Criação de Sites: https://whts.co/hnmm-site-qrcode Siga o Hoje no Mundo Militar no Spotify: ...,-xHtIAP-P4w,Hoje no Mundo Militar
Rússia libera imagens de jatos em ação na Ucrânia,O Ministério da Defesa da Rússia divulgou na terça-feira imagens de seus caças Su-25 e sistemas de mísseis Iskander em ação ...,OCzgj8TfAsE,IstoÉ Publicações
Navio russo afundado por drones ucranianos – Como os drones estão revolucionando os combates navais,Proteja a sua marca! MoveOn Marcas: https://registro.moveonmarcas.com.br/hoje-no-mundo-militar/ WhatsApp Move On: ...,wOkJyF-y_yE,Hoje no Mundo Militar
Macron diz que Rússia tem Jogos Olímpicos de Paris-2024 como &#39;alvo&#39; | AFP,"O presidente da França, Emmanuel Macron, disse nesta quinta-feira 'não ter dúvidas' de que os Jogos Olímpicos de Paris-2024 ...",VPO7uxOWglM,AFP Português
GUERRA UCRANIA | Nueva jornada de ataques rusos en Járkov dejan cuatro muertos | EL PAÍS,Suscríbete a nuestro canal: youtube.com/@elpais Visita http://elpais.com Más vídeos de EL PAÍS: youtube.com/@elpais/videos ...,2rGKZ0r5SfM,EL PAÍS
FRANÇA CONTRA RUSSIA NA GUERRA DA UCRÂNIA ? ARTE DA GUERRA - COMANDANTE FARINAZZO,FRANÇA CONTRA RUSSIA NA GUERRA DA UCRÂNIA ? ARTE DA GUERRA - COMANDANTE FARINAZZO Macron declara que ...,8eZ-0XKG1OA,A Voz Trabalhadora
O fracasso da ofensiva ucraniana e o início da “guerra sem fim”,Siga o Hoje no Mundo Militar no Spotify: https://open.spotify.com/show/6DtQv1oaCzhIhNX71wvGn9?si=a7414784e4e34bad ...,X-9PwZ18f2w,Hoje no Mundo Militar
Rússia culpa ucranianos por ataque em usina nuclear: “Provocação muito perigosa” | CNN NOVO DIA,O Ministério da Defesa da Rússia culpou na sexta-feira (4) sabotadores ucranianos por um ataque no local onde fica a usina ...,Sx8CguvDk1I,CNN Brasil
"Rússia diz que Ucrânia atingiu central de Zaporíjia. Kiev nega, ONU critica ataque imprudente","A Rússia, que ocupa a central Zaporíjia, acusou Kiev de ter atacado com drones um dos seis reatores nucleares do complexo.",KeM8PeY6JEk,Euronews em Português
Irã e Líbano: “prontos para guerra com Israel”! ONU (com apoio do Brasil) bloqueia Israel - e agora?,Chave PIX: ricardomarciliom@gmail.com Conselho dos direitos humanos da ONJ aprova resolução contra a comercialização de ...,Y6rDrBOcwsw,Professor Ricardo Marcílio
ACOMPANHE as ÚLTIMAS NOTÍCIAS da GUERRA RÚSSIA X UCRÂNIA - FERNANDO CAPEZ E ROBINSON FARINAZZO,"ROBINSON FARINAZZO é capitão da reserva da Marinha e FERNANDO CAPEZ é jurista, professor e político. Eles vão conversar ...",xRZiupDl8Xs,Cortes do Inteligência [OFICIAL]
Câmera corporal mostra russos sendo bombardeados por ucranianos,A Ucrânia liberou um vídeo mostrando tanque russo sendo atingido por artilharia no campo de batalha.,6lou_md2gLU,IstoÉ Publicações
As CIDADES DESTRUÍDAS pela GUERRA | UCRÂNIA 09,"Queridos companheiros de viagem, hoje estaremos no norte da Ucrânia visitando cidades duramente destruídas pelos primeiros ...",ctpbrvmDGw0,Luca Bassani
"&quot;Ucrania está destrozada, ha perdido una tercera parte de su población&quot;. Almejo","""Ucrania está destrozada, ha perdido una tercera parte de su población"". Almejo Sergio Andrés Pérez, docente y analista ...",szuWaCePsBU,Negocios TV
Ucrânia perdeu e só Zelensky não entendeu | Rússia vs Ucrânia|,"Neste vídeo profundo e informativo, exploramos o conflito entre Ucrânia e Rússia, desde suas origens até os desafios e ...",ZpEjWwejcSM,Prof. JeanGrafia | GabaritaGeo | 
Guerra na Ucrânia completa dois anos | Jornal da Band,"Guerra na Ucrânia completa dois anos. Em Kiev, o presidente Volodymyr Zelensky recebeu apoio de líderes ocidentais contra a ...",bfsJ6CXZLx0,Band Jornalismo
Tropas europeias na Ucrânia? “Nada pode ser descartado!”,Siga o Hoje no Mundo Militar no Spotify: https://open.spotify.com/show/6DtQv1oaCzhIhNX71wvGn9?si=a7414784e4e34bad ...,BcL06zxnigY,Hoje no Mundo Militar
GUERRA ENTRE RÚSSIA E UCRÂNIA ESTÁ PRÓXIMA DO FIM? URIÃ FANCELLI ANALISA,"Com um novo pedido de US$ 60 bilhões ao governo americano para continuar os contra-ataques à Rússia, a Ucrânia ainda tem ...",FiOBQpA21d4,Pânico Jovem Pan
"Rússia, China e Coreia do Norte alertam para iminência da 3ª GM",Proteja a sua marca! MoveOn Marcas: https://lp.moveonmarcas.com.br/registro-hnmm WhatsApp Move On: ...,QBcn3ESZDfI,Hoje no Mundo Militar
Cannes: Mulher vestida com as cores da Ucrânia joga sangue falso em si mesma,"Uma mulher vestindo as cores da Ucrânia jogou sangue falso em si mesma nos degraus do Palácio dos Festivais, em Cannes, ...",fbeqVyiLebo,UOL
Soldados russos são flagrados matando civis ucranianos com tiros nas costas,Câmeras de segurança flagraram o momento em que Leonid Pilats e seu chefe foram mortos com tiros nas costas por militares ...,2HivYQ-8Z_w,BBC News Brasil
"UM ACORDO ENTRE a RÚSSIA e a UCRÂNIA está PRÓXIMO? - OLIVER, GUNTHER E RICARDO MARCILIO","GUNTHER RUDZIT é cientista político,OLIVER STUENKEL é professor de relações internacionais e RICARDO MARCILIO é ...",fgKIDNDwWew,Cortes do Inteligência [OFICIAL]
"Zelensky quer negociar o fim da guerra, mas e Putin?",Move On Marcas – Criação de Sites: https://whts.co/hnmm-site-qrcode Siga o Hoje no Mundo Militar no Spotify: ...,IV-TiWnTXe0,Hoje no Mundo Militar
OTAN dá recado e diz que Eua também precisam da Europa | BandNews TV,A OTAN se antecipou a uma possível volta de Donald Trump À Casa Branca e garantiu recursos para os próximos meses à ...,3cENjh0uFyw,Band Jornalismo
"“Preparem-se para a guerra!” – Almirante Rob Bauer, Chefe do Comitê Militar da OTAN",ThaBel – Bota ThunderBel: https://www.thabel.com.br/?parceiro=6789 Cupom Exclusivo de Desconto: HOJENOMUNDOMILITAR ...,5uLRNFQg1Vc,Hoje no Mundo Militar
"Ucrânia vai entrar na Otan, diz o secretário de Estado dos EUA, Anthony Blinken","Durante agenda diplomática em Bruxelas, na Bélgica, o secretário de Estado dos EUA, Anthony Blinken, afirmou que o objetivo ...",9p3S74ZwFqc,Jovem Pan News
Análise: A força militar da Ucrânia após dois anos de guerra contra a Rússia | WW,O analista de Internacional da CNN Lourival Sant'Anna e o pesquisador da Universidade Harvard (EUA) e professor da ...,5zQswd1z21s,CNN Brasil
2 anos da guerra Rússia x Ucrânia: há chances para Zelensky!? Lula reforça fala contra Israel!,"Chave PIX: ricardomarciliom@gmail.com Após dois anos de conflito entre Rússia e Ucrânia, uma série de questões se fazem ...",iRPR_avYU9o,Professor Ricardo Marcílio
Ucranianos destroem um dos principais navios da Rússia,A Ucrânia atacou com drones navais e destruiu um dos principais navios usados pela Rússia na guerra entre os dois países.,o7hok0tiiuw,Record News
Ucrânia perdeu e só Zelensky não entendeu | Rússia vs Ucrânia|,"Neste vídeo profundo e informativo, exploramos o conflito entre Ucrânia e Rússia, desde suas origens até os desafios e ...",ZpEjWwejcSM,Prof. JeanGrafia | GabaritaGeo | 
Os neonazistas na guerra da Ucrânia,O site Hoje no Mundo Militar é a sua dose diária de informação militar e geopolítica. Siga-nos pelo link: ...,6Rhpq6lLc48,Hoje no Mundo Militar
O assalto ucraniano à trincheira russa – O que realmente aconteceu ali?,ThaBel – Bota ThunderBel: https://www.thabel.com.br/ Cupom Exclusivo de Desconto: HOJENOMUNDOMILITAR VISITE A ...,3N2UrNATH1o,Hoje no Mundo Militar
Guerra na Ucrânia – Boletim #13 – A batalha da Usina Nuclear de Zaporizhzhia,Se inscreva no canal Hoje na Segunda Guerra Mundial: https://www.youtube.com/c/HojenaSegundaGuerraMundial O site Hoje ...,GLYUOPt-Xt4,Hoje no Mundo Militar
Imprensa revela que Trump tem planos para acabar com guerra na Ucrânia | SBT Brasil (08/04/24),"A imprensa dos Estados Unidos revelou que o ex-presidente do país, Donald Trump, já tem planos para lidar com a guerra entre ...",INhl34H7Y50,SBT News
Nuevos ataques aéreos a trincheras en la guerra en Ucrania,Canal26 #Guerra #Rusia #Ucrania #RusiaUcrania #Zelenski #Putin Los combates entre las tropas de Putin y Zelenski ...,a_jRm-HCUcI,Canal 26
"Ucrânia já perdeu a guerra; Zelensky não admite porque precisa dela, diz Kennedy",A Rússia disparou nesta sexta-feira (29) mais de 150 mísseis e drones contra várias cidades da Ucrânia e provocou ao menos 18 ...,7yvpsMqhxmE,UOL
Navio russo afundado por drones ucranianos – Como os drones estão revolucionando os combates navais,Proteja a sua marca! MoveOn Marcas: https://registro.moveonmarcas.com.br/hoje-no-mundo-militar/ WhatsApp Move On: ...,wOkJyF-y_yE,Hoje no Mundo Militar
Guerra da Ucrânia: 8 mapas que mostram como está o conflito,"A Guerra da Ucrânia vive um momento crítico, com a prometida contraofensiva ucraniana encontrando grande resistência da ...",onxtOqcMlxw,BBC News Brasil
Por que a Rússia não se lança com &quot;força total&quot; contra a Ucrânia para terminar logo a guerra?,Proteja a sua marca! MoveOn: https://registre.moveonmarcas.com.br/hoje-no-mundo-militar/ WhatsApp: ...,KOyexXcwi04,Hoje no Mundo Militar
Ex-detento russo conta os horrores da guerra à CNN | CNN PRIME TIME,"Desde o início da guerra com a Ucrânia, a Rússia enviou cerca de 15 mil detentos para ir à linha de frente do combate.",ADwS2w9ESa0,CNN Brasil
Guerra na Ucrânia: Soldado ucraniano chora ao comer maçã pela 1ª vez após ser solto; veja,Um prisioneiro de guerra ucraniano chorou de emoção após comer frutas frescas pela primeira vez em um ano. Um vídeo mostra ...,tcfthBU01fc,UOL
Repórter entra nas trincheiras do front mais sangrento da Guerra na Ucrânia,"Bakhmut, no leste da Ucrânia, se tornou símbolo da resistência ucraniana. Apesar de meses de combates intensos e dezenas de ...",ZLlB7Pj1YEs,DW Brasil
Entenda a complexidade da guerra na Ucrânia,"A Record News exibe o 'Xadrez da Guerra', reportagem especial que explica a relação entre a guerra na Ucrânia e os conflitos ...",hrnYzvig3kk,Record News
Exército russo continua ofensiva perto de Avdiivka | AFP,"As tropas russas lançaram vários ataques a oeste de Avdiivka, um dia depois de as tropas de Kiev terem retirado desta cidade do ...",Fpm40jAkg4Y,AFP Português
"“Preparem-se para a guerra!” – Almirante Rob Bauer, Chefe do Comitê Militar da OTAN",ThaBel – Bota ThunderBel: https://www.thabel.com.br/?parceiro=6789 Cupom Exclusivo de Desconto: HOJENOMUNDOMILITAR ...,5uLRNFQg1Vc,Hoje no Mundo Militar
Putin quer colocar armas nucleares em órbita – “Sério risco à Segurança Nacional!” Congresso dos EUA,Siga o Hoje no Mundo Militar no Spotify: https://open.spotify.com/show/6DtQv1oaCzhIhNX71wvGn9?si=a7414784e4e34bad ...,Y9NsrmTg-zo,Hoje no Mundo Militar
Coluna de tanques russos cai em emboscada ucraniana | JORNAL DA CNN,"A batalha urbana aconteceu a 25 quilômetros de Kiev. O General da reserva Sergio Etchegoyan, que comandou a Terceira ...",_VmMyoUp6kM,CNN Brasil
Guerra entre Ucrânia e Rússia registra quase 200 mil mortos,"O número de mortos na guerra entre Rússia e Ucrânia chegou a cerca de 190 mil, de acordo com uma reportagem feiat pelo ...",lxcUBXH-Kps,Record News
5 CENÁRIOS DE UM ATAQUE NUCLEAR RUSSO | Cortes HOC,,-vnJ_jzHIq0,Professor HOC
Guerra Russia x Ucrania quem esta vencendo a guerra? - ROBINSON FARINAZZO,Episódio Completo: https://www.youtube.com/watch?v=EGz1_n_pdd0 Podcast 3 Irmãos com Ilustre Comandante Farinazzo ...,i7ZHuURK4TY,Cortes Podcast 3 Irmãos [OFICIAL]
Ucrania x Russia  - Entenda o conflito desde os seus primórdios (RESUMO),"Neste vídeo animado você entenderá o Conflito Ucrania X Russia desde os seus primórdios, de forma resumida e objetiva.",vTYENNtoWsc,geo ilustrada
Ataques russos com drones fazem quatro mortos e vários feridos em Kharkiv,"Uma série de ataques com drones por parte das forças russas atingiram edifícios residenciais em Kharkiv, matando pelo menos ...",aaksaO77-RQ,Euronews em Português
Tropas europeias na Ucrânia? “Nada pode ser descartado!”,Siga o Hoje no Mundo Militar no Spotify: https://open.spotify.com/show/6DtQv1oaCzhIhNX71wvGn9?si=a7414784e4e34bad ...,BcL06zxnigY,Hoje no Mundo Militar
Rússia reivindica novo avanço no leste da Ucrânia | AFP,"O governo em Moscou reivindicou um novo avanço no leste da Ucrânia. Enquanto isso, o presidente da Rússia, Vladimir Putin, ...",QFMr3WyBmoQ,AFP Português
Ucrânia alerta para &#39;consequências devastadoras&#39; em caso de divergências sobre adesão à UE | AFP,A Ucrânia alertou para 'consequências devastadoras' em caso de divergências sobre a adesão à União Europeia. O bloco ...,NTOiphjsj3E,AFP Português
Rússia aumenta tom de ameaça contra os Estados Unidos,"Logo após a confirmação da vitória de Vladimir Putin nas eleições do último final de semana, o governo da Rússia aumentou o ...",7XPs1jlIDRE,Record News
Maduro cria estado venezuelano dentro da Guiana – A guerra se aproxima da fronteira norte do Brasil,Siga o Hoje no Mundo Militar no Spotify: https://open.spotify.com/show/6DtQv1oaCzhIhNX71wvGn9?si=a7414784e4e34bad ...,Ytk8HX2GeDw,Hoje no Mundo Militar
A entrevista de Putin – Revelada a “verdade” sobre a invasão russa da Ucrânia?,Siga o Hoje no Mundo Militar no Spotify: https://open.spotify.com/show/6DtQv1oaCzhIhNX71wvGn9?si=a7414784e4e34bad ...,s7nSB-S6Pv4,Hoje no Mundo Militar
Putin ameaça usar armas nucleares se países ocidentais enviarem tropas à Ucrânia | JORNAL NACIONAL,"Olá! Esse é o canal do g1, o portal de notícias da globo. Aqui vamos trazer vídeos pra informar, inspirar e divertir. Quer entender ...",k2EzMbl7bsw,g1
Guerra na Ucrânia: amigos afirmam que brasileiro foi morto em combate | SBT Brasil (06/06/22),Parentes de um brasileiro que ingressou nas tropas em guerra na Ucrânia vivem a angústia de tentar confirmar se André Hack ...,UJ4nkIKesZ8,SBT News
A estratégia ucraniana para atingir Putin onde mais dói: no bolso,INSIDER: https://www.insiderstore.com.br/HojeNoMundoMilitar Cupom 12% de Desconto: MUNDOMILITAR12 Siga o Hoje no ...,AEGaVrwvWDo,Hoje no Mundo Militar
Otan: Estamos nos preparando para conflito com a Rússia | CNN PRIME TIME,O presidente do Comitê Militar da Otan disse que se prepara para um conflito com a Rússia. A declaração vem em meio ao ...,NeyZKFm7f60,CNN Brasil
USINA pode EXPLODIR na EUROPA! CHINA pode INVADIR TAIWAN,"Abaixo, o cupom para DESCONTO EXCLUSIVO por TEMPO LIMITADO na MANUAL: NUCLEODATERRA40 Link para usar o ...",cgQpt_Su30Y,Núcleo da Terra
Quem está ganhando e quem está perdendo mais com a invasão russa da Ucrânia?,Proteja a sua marca! Move On Marcas: https://registro.moveonmarcas.com.br/hoje-no-mundo-militar/ WhatsApp Move On: ...,Yrt7JbqU3w8,Hoje no Mundo Militar
“A Rússia já perdeu na Ucrânia mais soldados do que em todas as guerras que travou depois da 2ª GM”,Proteja a sua marca! Move On Marcas: https://registro.moveonmarcas.com.br/hoje-no-mundo-militar/ WhatsApp Move On: ...,TIpHSfcLBGk,Hoje no Mundo Militar
Onda gigante &#39;engole&#39; iate durante resgate nos EUA,"Uma embarcação foi ""engolida"" por uma onda gigante, em Oregon, nos Estados Unidos. Incidente ocorreu nesta sexta-feira (3), ...",bHtW_FhQESY,Diário do Nordeste
Militares ucranianos atacam navio de guerra russo | SBT Brasil (26/12/23),"Um bombardeio ucraniano atingiu um navio de guerra russo na Crimeia, península anexada por Moscou em 2014, o ataque foi ...",c7OLsOVHi3E,SBT News
Guerra na Ucrânia – Boletim #6 – O avanço da Rússia pelo sul da Ucrânia,O site Hoje no Mundo Militar é a sua dose diária de informação militar e geopolítica. Siga-nos pelo link: ...,vTaTfnX_4NU,Hoje no Mundo Militar
✅ RESUMEN de la SEMANA 111 de la guerra entre UCRANIA y RUSIA en 5 minutos | Batalla por Chasiv Yar,SUSCRÍBETE A NUESTRA NEWSLETTER GRATIS: https://memoriasdetiburon.beehiiv.com/subscribe ▻ ¡NUEVO LIBRO DE ...,WB4aQepSZgU,Memorias de Pez
Ucrânia aposta na indústria de defesa nacional enquanto aguarda por mais munições dos aliados,Tropas ucranianas na linha da frente queixam-se da falta de cartuchos. Setor industrial tenta dar resposta às necessidades do ...,6z04ahFxQbE,Euronews em Português
Robô de combate russo é equipado com misseis antitanque,"O Câmera Record mostra imagens do novo robô de combate da Rússia, que consegue realizar tarefas sozinho, mas também ...",C_YNpynAEo4,Câmera Record
Macron sugere envio de tropas europeias à Ucrânia | CNN NOVO DIA,O presidente francês Emmanuel Macron deixou aberta a possibilidade de países da Europa enviarem tropas para a guerra na ...,zM5kf7huM0s,CNN Brasil
Ucrânia Faz Um dos Maiores Ataques de Drones a Base Militar Russa e DESTRÓI 6 Aeronaves Russas,Ucrânia Faz Um dos Maiores Ataques de Drones a Base Militar Russa e DESTRÓI 6 Aeronaves de Combate Russas Neste vídeo ...,T4l3KcJTvuc,Geopolítica Estratégica
25 Mar: AMEAÇA IMINENTE! Russos ESTÃO CERCANDO UCRANIANOS EM IVANIVSKE | Guerra na Ucrânia Explicada,Apoie-me inscrevendo-se na minha assinatura do YouTube: ...,Hbrox57bzJI,Boletim da Ucrânia
Rússia conquista importante território da Ucrânia,"A poucos dias de completar 2 anos de guerra, a Rússia conquistou a cidade de Avdiivka, na região de Donetsk. Zelensky disse ...",61tTcI-xYlg,Jovem Pan News
Chanceler alemão exige que Putin ponha fim à guerra na Ucrânia em cúpula virtual do G20 | AFP,"O chefe do governo alemão, Olaf Scholz, disse, nesta quarta-feira, que instou o presidente russo, Vladimir Putin, a parar a ...",ImKKXeXglNE,AFP Português
"Guerra na Ucrânia – Boletim #1 – “A Ucrânia deve se render imediatamente!”, Putin",Instagram (hojenomundomilitar): https://www.instagram.com/hojenomundomilitar/ Twitter (@hoje_no) : https://twitter.com/hoje_no ...,jBxdLO4gB3M,Hoje no Mundo Militar
Ucrânia responde papa Francisco e nega negociar fim da guerra,"O ministro das Relações Exteriores da Ucrânia, Dmytro Kuleba, em resposta ao apelo do papa Francisco para que o país mostre ...",bs3TIWkb5uQ,Jovem Pan News
Análise: A força militar da Ucrânia após dois anos de guerra contra a Rússia | WW,O analista de Internacional da CNN Lourival Sant'Anna e o pesquisador da Universidade Harvard (EUA) e professor da ...,5zQswd1z21s,CNN Brasil
Ucranianos destroem um dos principais navios da Rússia,A Ucrânia atacou com drones navais e destruiu um dos principais navios usados pela Rússia na guerra entre os dois países.,o7hok0tiiuw,Record News
Os neonazistas na guerra da Ucrânia,O site Hoje no Mundo Militar é a sua dose diária de informação militar e geopolítica. Siga-nos pelo link: ...,6Rhpq6lLc48,Hoje no Mundo Militar
"Guerra na Ucrânia: Bombardeio russo atinge prédios e hospital em Kiev, deixando mais de 50 feridos","A capital da Ucrânia foi alvo de um ataque com mísseis russos na madrugada desta quarta-feira (12), que deixou pelo menos 51 ...",VUDRdMWL-Uo,UOL
RÚSSIA alcança grandes sucessos estratégicos na GUERRA contra Ucrânia,A esperada ofensiva ucraniana iniciada no meio do ano falhou em seu objetivo de retomar territórios perdidos no início da guerra ...,4-OXz7KOW40,Jornalismo TV Cultura
Nuevos ataques aéreos a trincheras en la guerra en Ucrania,Canal26 #Guerra #Rusia #Ucrania #RusiaUcrania #Zelenski #Putin Los combates entre las tropas de Putin y Zelenski ...,a_jRm-HCUcI,Canal 26
Rússia lança novos ataques em grande escala na Ucrânia | BandNews TV,A Rússia lançou um novo ataque com mísseis em grande escala em toda a Ucrânia. A força aérea ucraniana disse que o país ...,p2fkv41qyRE,Band Jornalismo
"Ucrânia já perdeu a guerra; Zelensky não admite porque precisa dela, diz Kennedy",A Rússia disparou nesta sexta-feira (29) mais de 150 mísseis e drones contra várias cidades da Ucrânia e provocou ao menos 18 ...,7yvpsMqhxmE,UOL
Ucrânia se prepara para o segundo inverno de guerra com neve e frio | AFP,"Na Ucrânia, militares e médicos se preparam melhor para combater um velho inimigo: as baixas temperaturas. Este é o segundo ...",dGAiDvTAXbg,AFP Português
"RÚSSIA REALIZA GRANDE BOMBARDEIO CONTRA UCRÂNIA, DEIXANDO AO MENOS 18 MORTOS","Cidades ucranianas sofreram o maior ataque aéreo russo desde o início da guerra, nesta sexta-feira (29), utilizando lançamento ...",qkb-FrYbQT4,Itatiaia
Guerra da Ucrânia: 8 mapas que mostram como está o conflito,"A Guerra da Ucrânia vive um momento crítico, com a prometida contraofensiva ucraniana encontrando grande resistência da ...",onxtOqcMlxw,BBC News Brasil
Por que a Rússia não se lança com &quot;força total&quot; contra a Ucrânia para terminar logo a guerra?,Proteja a sua marca! MoveOn: https://registre.moveonmarcas.com.br/hoje-no-mundo-militar/ WhatsApp: ...,KOyexXcwi04,Hoje no Mundo Militar
“A Rússia precisa da Ucrânia para voltar a ser um Império. É para isso que lutamos!” – Dugin,ThaBel – Bota ThunderBel: https://www.thabel.com.br/ Cupom Exclusivo de Desconto: HOJENOMUNDOMILITAR Siga o Hoje no ...,GCguvoHnWwY,Hoje no Mundo Militar
Ex-detento russo conta os horrores da guerra à CNN | CNN PRIME TIME,"Desde o início da guerra com a Ucrânia, a Rússia enviou cerca de 15 mil detentos para ir à linha de frente do combate.",ADwS2w9ESa0,CNN Brasil
Otan: Ucrânia continua impondo &#39;numerosas baixas&#39; ao Exército russo | AFP,A Organização do Tratado do Atlântico Norte afirmou nesta segunda-feira que a Ucrânia continua causando 'numerosas baixas' ...,ZYG9fYVdLuk,AFP Português
Guerra na Ucrânia: Soldado ucraniano chora ao comer maçã pela 1ª vez após ser solto; veja,Um prisioneiro de guerra ucraniano chorou de emoção após comer frutas frescas pela primeira vez em um ano. Um vídeo mostra ...,tcfthBU01fc,UOL
Repórter entra nas trincheiras do front mais sangrento da Guerra na Ucrânia,"Bakhmut, no leste da Ucrânia, se tornou símbolo da resistência ucraniana. Apesar de meses de combates intensos e dezenas de ...",ZLlB7Pj1YEs,DW Brasil
Entenda a complexidade da guerra na Ucrânia,"A Record News exibe o 'Xadrez da Guerra', reportagem especial que explica a relação entre a guerra na Ucrânia e os conflitos ...",hrnYzvig3kk,Record News
Chanceler alemão exige que Putin ponha fim à guerra na Ucrânia em cúpula virtual do G20 | AFP,"O chefe do governo alemão, Olaf Scholz, disse, nesta quarta-feira, que instou o presidente russo, Vladimir Putin, a parar a ...",ImKKXeXglNE,AFP Português
Exército russo continua ofensiva perto de Avdiivka | AFP,"As tropas russas lançaram vários ataques a oeste de Avdiivka, um dia depois de as tropas de Kiev terem retirado desta cidade do ...",Fpm40jAkg4Y,AFP Português
Rússia x Ucrânia: Exército russo recruta indianos para combater na guerra; nem todos são militares,"Um agricultor, um trabalhador de uma empresa de alimentos e um desempregado licenciado estão entre os perfis dos cidadãos ...",ZWN4i5Tc3UM,UOL
Putin quer colocar armas nucleares em órbita – “Sério risco à Segurança Nacional!” Congresso dos EUA,Siga o Hoje no Mundo Militar no Spotify: https://open.spotify.com/show/6DtQv1oaCzhIhNX71wvGn9?si=a7414784e4e34bad ...,Y9NsrmTg-zo,Hoje no Mundo Militar
Coluna de tanques russos cai em emboscada ucraniana | JORNAL DA CNN,"A batalha urbana aconteceu a 25 quilômetros de Kiev. O General da reserva Sergio Etchegoyan, que comandou a Terceira ...",_VmMyoUp6kM,CNN Brasil
Guerra na Ucrânia – Boletim #8 – Quem está vencendo?,O site Hoje no Mundo Militar é a sua dose diária de informação militar e geopolítica. Siga-nos pelo link: ...,ttrx0zDcW-0,Hoje no Mundo Militar
Guerra na Ucrânia: Governo ucraniano diz ter abatido oito mísseis russos direcionados a Kiev,O Exército da Ucrânia anunciou que derrubou oito mísseis russos que foram lançados na direção de Kiev na madrugada desta ...,mtAhNcUb_ko,UOL
Rússia bombardeia comitiva de Zelensky na Ucrânia | LINHA DE FRENTE,"A Rússia bombardeou nesta quarta-feira (06) uma comitiva do presidente Volodymyr Zelensky, no sul da Ucrânia.",1ykyF5nbxds,Jovem Pan News
EUA e aliados garantem apoio à Ucrânia; Rússia aumenta a pressão na frente oriental na Ucrânia | AFP,"O secretário de Estado americano, Antony Blinken, garantiu nesta quarta-feira, em Bruxelas, que Washington e seus aliados ...",NfQk_JrmJhI,AFP Português
Guerra entre Ucrânia e Rússia registra quase 200 mil mortos,"O número de mortos na guerra entre Rússia e Ucrânia chegou a cerca de 190 mil, de acordo com uma reportagem feiat pelo ...",lxcUBXH-Kps,Record News
Mapas de guerra: onde é que a Rússia vai concentrar a sua próxima ofensiva?,A Rússia poderá centrar a sua potencial ofensiva no final da primavera ou no verão contra a Ucrânia na parte ocidental da região ...,EqPflFAK1Sw,Euronews em Português
5 CENÁRIOS DE UM ATAQUE NUCLEAR RUSSO | Cortes HOC,,-vnJ_jzHIq0,Professor HOC
Guerra Russia x Ucrania quem esta vencendo a guerra? - ROBINSON FARINAZZO,Episódio Completo: https://www.youtube.com/watch?v=EGz1_n_pdd0 Podcast 3 Irmãos com Ilustre Comandante Farinazzo ...,i7ZHuURK4TY,Cortes Podcast 3 Irmãos [OFICIAL]
Ucrania x Russia  - Entenda o conflito desde os seus primórdios (RESUMO),"Neste vídeo animado você entenderá o Conflito Ucrania X Russia desde os seus primórdios, de forma resumida e objetiva.",vTYENNtoWsc,geo ilustrada
"“Se a Ucrânia fizer isto, a guerra acaba hoje” As condições da Rússia para a paz",VISITE A NOSSA LOJA: https://www.hojenomundomilitarstore.com.br/ O site Hoje no Mundo Militar é a sua dose diária de ...,uAhuFdDa1NA,Hoje no Mundo Militar
Belarus: “vamos tomar parte da Polônia”! Putin participará (Suwalki Gap)? Lula critica Venezuela!,Cuide da sua segurança com o melhor VPN do Brasil - SurfShark! 3 primeiros meses grátis e super promoção!,AqzN8Vy8HHQ,Professor Ricardo Marcílio
